# Time(days) Flux(e/s)
3315.791084 1.021263
3315.793399 1.006635
3315.795714 0.992844
3315.798028 0.975069
3315.800343 0.956606
3315.802658 0.935645
3315.804973 0.911007
3315.807288 0.894013
3315.809602 0.872911
3315.811917 0.851391
3315.814232 0.825506
3315.816547 0.812895
3315.818862 0.801690
3315.821176 0.795263
3315.823491 0.799531
3315.825806 0.795461
3315.828121 0.786840
3315.830436 0.788526
3315.832750 0.788188
3315.835065 0.787707
3315.837380 0.796121
3315.839695 0.786503
3315.842010 0.790441
3315.844324 0.791853
3315.846639 0.795509
3315.848954 0.796447
3315.851269 0.797879
3315.853584 0.822721
3315.855898 0.833823
3315.858213 0.850926
3315.860528 0.865941
3315.862843 0.889427
3315.865158 0.914374
3315.867473 0.932695
3315.869787 0.944666
3315.872102 0.964085
3315.874417 0.978270
3315.876732 1.003472
3315.879047 1.008319
3315.881361 1.021244
3315.883676 1.037019
3315.885991 1.044511
3315.888306 1.058176
3315.890621 1.067345
3315.892935 1.073119
3315.895250 1.089177
3315.897565 1.096342
3315.899880 1.107935
3315.902195 1.110794
3315.904509 1.120757
3315.906824 1.121418
3315.909139 1.127278
3315.911454 1.129666
3315.913769 1.134145
3315.916083 1.133663
3315.918398 1.128025
3315.920713 1.137746
3315.923028 1.135091
3315.925343 1.128410
3315.927657 1.129389
3315.929972 1.122834
3315.932287 1.119514
3315.934602 1.106181
3315.936917 1.101262
3315.939232 1.099140
3315.941546 1.091696
3315.943861 1.083115
3315.946176 1.068348
3315.948491 1.061362
3315.950806 1.051979
3315.953120 1.034826
3315.955435 1.036060
3315.957750 1.019927
3315.960065 1.007460
3315.962380 0.997958
3315.964694 0.981821
3315.967009 0.959626
3315.969324 0.943793
3315.971639 0.926249
3315.973954 0.901543
3315.976268 0.869129
3315.978583 0.855236
3315.980898 0.837322
3315.983213 0.813874
3315.985528 0.799966
3315.987842 0.790419
3315.990157 0.799178
3315.992472 0.791282
3315.994787 0.789759
3315.997102 0.794321
3315.999416 0.785759
3316.001731 0.793069
3316.004046 0.790263
3316.006361 0.789704
3316.008676 0.781712
3316.010991 0.782723
3316.013305 0.786454
3316.015620 0.785658
3316.017935 0.791347
3316.020250 0.782522
3316.022565 0.792429
3316.024879 0.811188
3316.027194 0.833740
3316.029509 0.848552
3316.031824 0.874891
3316.034139 0.903502
3316.036453 0.925156
3316.038768 0.945578
3316.041083 0.961780
3316.043398 0.979043
3316.045713 0.996554
3316.048027 1.011353
3316.050342 1.024047
3316.052657 1.031138
3316.054972 1.055171
3316.057287 1.060500
3316.059601 1.066911
3316.061916 1.074365
3316.064231 1.100096
3316.066546 1.099688
3316.068861 1.114022
3316.071175 1.113582
3316.073490 1.125957
3316.075805 1.131654
3316.078120 1.141656
3316.080435 1.143206
3316.082750 1.151216
3316.085064 1.157424
3316.087379 1.151392
3316.089694 1.153430
3316.092009 1.159444
3316.094324 1.155307
3316.096638 1.151753
3316.098953 1.152096
3316.101268 1.149042
3316.103583 1.149471
3316.105898 1.142961
3316.108212 1.127122
3316.110527 1.116794
3316.112842 1.116103
3316.115157 1.109682
3316.117472 1.088380
3316.119786 1.080379
3316.122101 1.069476
3316.124416 1.063041
3316.126731 1.046155
3316.129046 1.029763
3316.131360 1.014323
3316.133675 1.002024
3316.135990 0.978667
3316.138305 0.967536
3316.140620 0.938349
3316.142935 0.923180
3316.145249 0.907405
3316.147564 0.878312
3316.149879 0.859440
3316.152194 0.840562
3316.154509 0.818643
3316.156823 0.800974
3316.159138 0.801503
3316.161453 0.791748
3316.163768 0.786267
3316.166083 0.793052
3316.168397 0.781520
3316.170712 0.785956
3316.173027 0.789063
3316.175342 0.789702
3316.177657 0.788280
3316.179971 0.788775
3316.182286 0.791336
3316.184601 0.792058
3316.186916 0.797664
3316.189231 0.801201
3316.191545 0.805746
3316.193860 0.816759
3316.196175 0.840469
3316.198490 0.861829
3316.200805 0.880760
3316.203119 0.892755
3316.205434 0.911314
3316.207749 0.927994
3316.210064 0.950717
3316.212379 0.967730
3316.214694 0.984085
3316.217008 1.005388
3316.219323 1.019562
3316.221638 1.024065
3316.223953 1.046594
3316.226268 1.053275
3316.228582 1.059935
3316.230897 1.070737
3316.233212 1.074563
3316.235527 1.087805
3316.237842 1.096887
3316.240156 1.106819
3316.242471 1.112685
3316.244786 1.119398
3316.247101 1.120694
3316.249416 1.131068
3316.251730 1.121569
3316.254045 1.128767
3316.256360 1.136968
3316.258675 1.126513
3316.260990 1.134348
3316.263304 1.127017
3316.265619 1.120164
3316.267934 1.122467
3316.270249 1.120032
3316.272564 1.113930
3316.274879 1.103226
3316.277193 1.097243
3316.279508 1.088714
3316.281823 1.088284
3316.284138 1.072000
3316.286453 1.062389
3316.288767 1.058644
3316.291082 1.039356
3316.293397 1.039018
3316.295712 1.027094
3316.298027 1.016112
3316.300341 1.003564
3316.302656 0.995275
3316.304971 0.967129
3316.307286 0.950373
3316.309601 0.938423
3316.311915 0.920668
3316.314230 0.899999
3316.316545 0.867043
3316.318860 0.846077
3316.321175 0.819639
3316.323489 0.807158
3316.325804 0.792337
3316.328119 0.793196
3316.330434 0.789128
3316.332749 0.786597
3316.335064 0.789239
3316.337378 0.786447
3316.339693 0.787522
3316.342008 0.784320
3316.344323 0.783571
3316.346638 0.782764
3316.348952 0.780595
3316.351267 0.786412
3316.353582 0.784031
3316.355897 0.778857
3316.358212 0.777415
3316.360526 0.789473
3316.362841 0.801364
3316.365156 0.812359
3316.367471 0.836169
3316.369786 0.861233
3316.372100 0.879196
3316.374415 0.907790
3316.376730 0.930872
3316.379045 0.950828
3316.381360 0.968595
3316.383674 0.981989
3316.385989 0.997422
3316.388304 1.021032
3316.390619 1.033474
3316.392934 1.037242
3316.395249 1.055791
3316.397563 1.069587
3316.399878 1.071314
3316.402193 1.093290
3316.404508 1.097670
3316.406823 1.101340
3316.409137 1.113885
3316.411452 1.120094
3316.413767 1.129208
3316.416082 1.129443
3316.418397 1.133416
3316.420711 1.141431
3316.423026 1.151078
3316.425341 1.151242
3316.427656 1.157759
3316.429971 1.152349
3316.432285 1.151641
3316.434600 1.156616
3316.436915 1.150065
3316.439230 1.145090
3316.441545 1.141814
3316.443859 1.145940
3316.446174 1.131959
3316.448489 1.125400
3316.450804 1.121105
3316.453119 1.110977
3316.455434 1.096517
3316.457748 1.089894
3316.460063 1.077591
3316.462378 1.063942
3316.464693 1.048540
3316.467008 1.040891
3316.469322 1.025386
3316.471637 1.009593
3316.473952 0.990511
3316.476267 0.976967
3316.478582 0.955102
3316.480896 0.935299
3316.483211 0.911309
3316.485526 0.899302
3316.487841 0.872378
3316.490156 0.853942
3316.492470 0.828673
3316.494785 0.817676
3316.497100 0.802748
3316.499415 0.796794
3316.501730 0.791993
3316.504045 0.793136
3316.506359 0.790708
3316.508674 0.786487
3316.510989 0.786370
3316.513304 0.784611
3316.515619 0.784004
3316.517933 0.784222
3316.520248 0.792173
3316.522563 0.789003
3316.524878 0.790365
3316.527193 0.796387
3316.529507 0.792232
3316.531822 0.812141
3316.534137 0.823569
3316.536452 0.845934
3316.538767 0.866773
3316.541081 0.880837
3316.543396 0.906631
3316.545711 0.923070
3316.548026 0.937617
3316.550341 0.957439
3316.552655 0.971924
3316.554970 0.994332
3316.557285 1.007439
3316.559600 1.017133
3316.561915 1.035335
3316.564230 1.041645
3316.566544 1.060473
3316.568859 1.066906
3316.571174 1.072837
3316.573489 1.086418
3316.575804 1.095292
3316.578118 1.098517
3316.580433 1.107630
3316.582748 1.114686
3316.585063 1.120191
3316.587378 1.122093
3316.589692 1.126444
3316.592007 1.130143
3316.594322 1.127205
3316.596637 1.131311
3316.598952 1.131606
3316.601266 1.132231
3316.603581 1.130292
3316.605896 1.119797
3316.608211 1.122850
3316.610526 1.128127
3316.612841 1.106992
3316.615155 1.106633
3316.617470 1.093644
3316.619785 1.084937
3316.622100 1.074945
3316.624415 1.067582
3316.626729 1.056615
3316.629044 1.051274
3316.631359 1.047544
3316.633674 1.025862
3316.635989 1.017129
3316.638303 1.003746
3316.640618 0.992994
3316.642933 0.986246
3316.645248 0.964792
3316.647563 0.944267
3316.649877 0.930240
3316.652192 0.905270
3316.654507 0.884547
3316.656822 0.869001
3316.659137 0.838845
3316.661451 0.823202
3316.663766 0.803915
3316.666081 0.789177
3316.668396 0.785044
3316.670711 0.790969
3316.673026 0.783228
3316.675340 0.784327
3316.677655 0.788555
3316.679970 0.792138
3316.682285 0.784505
3316.684600 0.783330
3316.686914 0.785416
3316.689229 0.783287
3316.691544 0.785482
3316.693859 0.776274
3316.696174 0.785757
3316.698488 0.785950
3316.700803 0.784914
3316.703118 0.803255
3316.705433 0.824694
3316.707748 0.842701
3316.710062 0.868458
3316.712377 0.892133
3316.714692 0.913828
3316.717007 0.945054
3316.719322 0.959366
3316.721637 0.975134
3316.723951 0.997331
3316.726266 1.010799
3316.728581 1.025386
3316.730896 1.033794
3316.733211 1.045585
3316.735525 1.057052
3316.737840 1.069609
3316.740155 1.082065
3316.742470 1.088465
3316.744785 1.102465
3316.747099 1.111247
3316.749414 1.124875
3316.751729 1.122690
3316.754044 1.131528
3316.756359 1.138358
3316.758673 1.146019
3316.760988 1.143254
3316.763303 1.151836
3316.765618 1.151212
3316.767933 1.154362
3316.770248 1.159394
3316.772562 1.152433
3316.774877 1.154056
3316.777192 1.150524
3316.779507 1.150459
3316.781822 1.150240
3316.784136 1.141536
3316.786451 1.131287
3316.788766 1.125661
3316.791081 1.108301
3316.793396 1.104689
3316.795710 1.097976
3316.798025 1.082643
3316.800340 1.071241
3316.802655 1.055366
3316.804970 1.046896
3316.807284 1.030523
3316.809599 1.025808
3316.811914 1.005565
3316.814229 0.986130
3316.816544 0.969645
3316.818859 0.941786
3316.821173 0.930141
3316.823488 0.903412
3316.825803 0.883732
3316.828118 0.861665
3316.830433 0.837561
3316.832747 0.826634
3316.835062 0.810882
3316.837377 0.799063
3316.839692 0.794891
3316.842007 0.792989
3316.844321 0.787589
3316.846636 0.790108
3316.848951 0.782710
3316.851266 0.784219
3316.853581 0.783657
3316.855895 0.786224
3316.858210 0.795259
3316.860525 0.789648
3316.862840 0.794121
3316.865155 0.794397
3316.867470 0.793172
3316.869784 0.799854
3316.872099 0.811314
3316.874414 0.835189
3316.876729 0.853139
3316.879044 0.870065
3316.881358 0.884775
3316.883673 0.910812
3316.885988 0.929505
3316.888303 0.953586
3316.890618 0.968813
3316.892932 0.982391
3316.895247 0.993133
3316.897562 1.011137
3316.899877 1.028816
3316.902192 1.036126
3316.904506 1.048379
3316.906821 1.057935
3316.909136 1.069987
3316.911451 1.078821
3316.913766 1.084458
3316.916081 1.093124
3316.918395 1.107748
3316.920710 1.106355
3316.923025 1.111782
3316.925340 1.126563
3316.927655 1.122870
3316.929969 1.123193
3316.932284 1.133075
3316.934599 1.128159
3316.936914 1.133496
3316.939229 1.125670
3316.941543 1.132021
3316.943858 1.124066
3316.946173 1.118204
3316.948488 1.119608
3316.950803 1.112655
3316.953117 1.103463
3316.955432 1.103374
3316.957747 1.089472
3316.960062 1.085052
3316.962377 1.079659
3316.964692 1.063302
3316.967006 1.055611
3316.969321 1.047861
3316.971636 1.026903
3316.973951 1.024602
3316.976266 1.016784
3316.978580 1.000001
3316.980895 0.989088
3316.983210 0.976875
3316.985525 0.954601
3316.987840 0.934446
3316.990154 0.910926
3316.992469 0.896197
3316.994784 0.870850
3316.997099 0.848539
3316.999414 0.831005
3317.001729 0.805779
3317.004043 0.792025
3317.006358 0.789162
3317.008673 0.787993
3317.010988 0.778543
3317.013303 0.787932
3317.015617 0.789638
3317.017932 0.777922
3317.020247 0.782780
3317.022562 0.789147
3317.024877 0.780142
3317.027191 0.780823
3317.029506 0.786969
3317.031821 0.779935
3317.034136 0.786180
3317.036451 0.787497
3317.038765 0.786892
3317.041080 0.790567
3317.043395 0.806543
3317.045710 0.824569
3317.048025 0.851113
3317.050340 0.878637
3317.052654 0.904816
3317.054969 0.923792
3317.057284 0.943913
3317.059599 0.966114
3317.061914 0.978818
3317.064228 0.995068
3317.066543 1.016567
3317.068858 1.028871
3317.071173 1.039345
3317.073488 1.046589
3317.075802 1.068422
3317.078117 1.068128
3317.080432 1.081751
3317.082747 1.091939
3317.085062 1.096830
3317.087376 1.117279
3317.089691 1.119940
3317.092006 1.134466
3317.094321 1.131045
3317.096636 1.141122
3317.098951 1.139605
3317.101265 1.150003
3317.103580 1.150669
3317.105895 1.157072
3317.108210 1.155494
3317.110525 1.155185
3317.112839 1.148738
3317.115154 1.149478
3317.117469 1.150108
3317.119784 1.142638
3317.122099 1.131618
3317.124413 1.130463
3317.126728 1.120607
3317.129043 1.111420
3317.131358 1.107063
3317.133673 1.097323
3317.135988 1.088681
3317.138302 1.075566
3317.140617 1.063251
3317.142932 1.054029
3317.145247 1.047205
3317.147562 1.028288
3317.149876 1.007258
3317.152191 0.995054
3317.154506 0.977028
3317.156821 0.958215
3317.159136 0.937987
3317.161450 0.912816
3317.163765 0.894932
3317.166080 0.876696
3317.168395 0.855958
3317.170710 0.834336
3317.173024 0.816535
3317.175339 0.802550
3317.177654 0.795129
3317.179969 0.796760
3317.182284 0.789553
3317.184599 0.790923
3317.186913 0.789205
3317.189228 0.781823
3317.191543 0.779915
3317.193858 0.785937
3317.196173 0.784873
3317.198487 0.782597
3317.200802 0.788665
3317.203117 0.791054
3317.205432 0.790893
3317.207747 0.787281
3317.210061 0.806734
3317.212376 0.814430
3317.214691 0.838717
3317.217006 0.854230
3317.219321 0.872699
3317.221636 0.894192
3317.223950 0.920328
3317.226265 0.930541
3317.228580 0.951202
3317.230895 0.966692
3317.233210 0.986237
3317.235524 0.997008
3317.237839 1.019039
3317.240154 1.026632
3317.242469 1.035993
3317.244784 1.054300
3317.247098 1.061648
3317.249413 1.078035
3317.251728 1.083171
3317.254043 1.091069
3317.256358 1.097825
3317.258673 1.099751
3317.260987 1.114527
3317.263302 1.118911
3317.265617 1.114593
3317.267932 1.117829
3317.270247 1.129693
3317.272561 1.130593
3317.274876 1.137015
3317.277191 1.124364
3317.279506 1.129257
3317.281821 1.121111
3317.284135 1.123934
3317.286450 1.120383
3317.288765 1.117207
3317.291080 1.110138
3317.293395 1.100073
3317.295709 1.093196
3317.298024 1.080557
3317.300339 1.077225
3317.302654 1.069329
3317.304969 1.063489
3317.307284 1.048925
3317.309598 1.040281
3317.311913 1.027258
3317.314228 1.019503
3317.316543 1.006216
3317.318858 1.002646
3317.321172 0.979428
3317.323487 0.966051
3317.325802 0.943830
3317.328117 0.930288
3317.330432 0.909822
3317.332746 0.891344
3317.335061 0.861674
3317.337376 0.838418
3317.339691 0.810204
3317.342006 0.797206
3317.344321 0.790690
3317.346635 0.788770
3317.348950 0.786633
3317.351265 0.785289
3317.353580 0.786476
3317.355895 0.781579
3317.358209 0.782729
3317.360524 0.779930
3317.362839 0.783213
3317.365154 0.778872
3317.367469 0.783542
3317.369783 0.790777
3317.372098 0.785773
3317.374413 0.784689
3317.376728 0.787425
3317.379043 0.782605
3317.381358 0.801932
3317.383672 0.822866
3317.385987 0.840802
3317.388302 0.866517
3317.390617 0.886734
3317.392932 0.911091
3317.395246 0.932306
3317.397561 0.950845
3317.399876 0.972801
3317.402191 0.991704
3317.404506 1.006653
3317.406820 1.022127
3317.409135 1.036291
3317.411450 1.047656
3317.413765 1.059027
3317.416080 1.062335
3317.418395 1.077963
3317.420709 1.094434
3317.423024 1.094708
3317.425339 1.107845
3317.427654 1.119535
3317.429969 1.124008
3317.432283 1.131847
3317.434598 1.137236
3317.436913 1.148432
3317.439228 1.143902
3317.441543 1.147667
3317.443857 1.160781
3317.446172 1.155510
3317.448487 1.151281
3317.450802 1.159086
3317.453117 1.151500
3317.455431 1.149449
3317.457746 1.150705
3317.460061 1.139639
3317.462376 1.137419
3317.464691 1.133750
3317.467006 1.118973
3317.469320 1.114105
3317.471635 1.111380
3317.473950 1.101307
3317.476265 1.089371
3317.478580 1.067161
3317.480894 1.062720
3317.483209 1.055621
3317.485524 1.043279
3317.487839 1.020318
3317.490154 1.010607
3317.492468 0.989898
3317.494783 0.974110
3317.497098 0.951437
3317.499413 0.938347
3317.501728 0.917093
3317.504043 0.899122
3317.506357 0.879380
3317.508672 0.850368
3317.510987 0.831306
3317.513302 0.815412
3317.515617 0.801388
3317.517931 0.792011
3317.520246 0.794797
3317.522561 0.790946
3317.524876 0.792132
3317.527191 0.785682
3317.529505 0.780773
3317.531820 0.782159
3317.534135 0.786433
3317.536450 0.781704
3317.538765 0.787169
3317.541080 0.787619
3317.543394 0.785834
3317.545709 0.793492
3317.548024 0.796514
3317.550339 0.806968
3317.552654 0.832315
3317.554968 0.846106
3317.557283 0.867952
3317.559598 0.883062
3317.561913 0.902796
3317.564228 0.921321
3317.566542 0.947624
3317.568857 0.957308
3317.571172 0.973257
3317.573487 0.992469
3317.575802 1.008567
3317.578117 1.018999
3317.580431 1.031650
3317.582746 1.043632
3317.585061 1.057702
3317.587376 1.069807
3317.589691 1.074530
3317.592005 1.088139
3317.594320 1.089954
3317.596635 1.100727
3317.598950 1.102992
3317.601265 1.118753
3317.603579 1.111994
3317.605894 1.120021
3317.608209 1.129837
3317.610524 1.126316
3317.612839 1.126316
3317.615154 1.125721
3317.617468 1.123959
3317.619783 1.126519
3317.622098 1.127221
3317.624413 1.119902
3317.626728 1.115574
3317.629042 1.111744
3317.631357 1.106147
3317.633672 1.100978
3317.635987 1.091205
3317.638302 1.083034
3317.640616 1.075406
3317.642931 1.059923
3317.645246 1.054803
3317.647561 1.048645
3317.649876 1.039096
3317.652191 1.022067
3317.654505 1.017406
3317.656820 1.009355
3317.659135 0.990815
3317.661450 0.973930
3317.663765 0.958009
3317.666079 0.940135
3317.668394 0.925874
3317.670709 0.896386
3317.673024 0.874700
3317.675339 0.857656
3317.677653 0.827286
3317.679968 0.809488
3317.682283 0.793621
3317.684598 0.788506
3317.686913 0.790625
3317.689228 0.785022
3317.691542 0.784268
3317.693857 0.777650
3317.696172 0.782983
3317.698487 0.786856
3317.700802 0.786417
3317.703116 0.778164
3317.705431 0.779153
3317.707746 0.786511
3317.710061 0.789954
3317.712376 0.787099
3317.714691 0.787031
3317.717005 0.788589
3317.719320 0.793304
3317.721635 0.810873
3317.723950 0.824666
3317.726265 0.855956
3317.728579 0.878246
3317.730894 0.894708
3317.733209 0.911765
3317.735524 0.942543
3317.737839 0.965643
3317.740153 0.980142
3317.742468 0.995689
3317.744783 1.016142
3317.747098 1.026622
3317.749413 1.040247
3317.751728 1.045964
3317.754042 1.063761
3317.756357 1.079908
3317.758672 1.092202
3317.760987 1.094835
3317.763302 1.105608
3317.765616 1.115227
3317.767931 1.116527
3317.770246 1.125821
3317.772561 1.137320
3317.774876 1.139278
3317.777190 1.147558
3317.779505 1.143759
3317.781820 1.156502
3317.784135 1.156892
3317.786450 1.160359
3317.788765 1.153385
3317.791079 1.154773
3317.793394 1.156911
3317.795709 1.153111
3317.798024 1.145538
3317.800339 1.142787
3317.802653 1.137261
3317.804968 1.130801
3317.807283 1.122517
3317.809598 1.108929
3317.811913 1.103832
3317.814227 1.089800
3317.816542 1.075720
3317.818857 1.071427
3317.821172 1.060581
3317.823487 1.044015
